1,labels
despite my anxiety you were there with me diligently working in my heart stripping me of all of my pretense scourging me of all of my arrogance revealing each of my selfserving ways which have made my life a wasteland,"[2, 3, 4]"
except i dont fall unconscious,"[2, 5]"
my shoulder neck and wrist have started aching all the time,"[2, 4]"
not even a detention,"[0, 5]"
ive been feeling some weird guilt,"[2, 4]"
when it was my turn to play i was mortified to find out i had to move my hand up and down in a sawing motion,[2]
in about 45 minutes i get to go have a camera stuck down my throat to confirm the existance of the ulcerall that and we are supposed to leave a week from today and fly to co,"[2, 4]"
my jaw was pretty messed up for a month or so swollen couldnt eat without terrible pain,"[2, 4]"
during the difficult times ive often had a mental image in my head,"[2, 4]"
i want to face turmoil or something tragic,"[2, 4]"
however untrue i know this is intellectually  for i still have family in indiana aunts uncles cousins and my grandfather lucas who is still alive and kickin   i still can not ignore this damned shade that keeps popping up over my shoulder and whispers my worst fear  alone ,"[2, 4]"
got me so far,[6]
and throw my hands in the air,[3]
my heart is aching today,"[2, 4]"
my hands were full,[6]
my brother was tapping me on my shoulder and i was like  what ,[6]
my ankle somehow blew up again  i had a severe sprain in december as in my ankle literally did a 180 and somehow didnt break,"[2, 4]"
the dead guy was never found as far as i know,"[2, 4, 5]"
she staggered backwards hit her head hard enough on the wall to leave a dent and slumped down,"[2, 4, 5]"
lets go back to the gym,[3]
 then a doctor walked around the corner and my mouth fell open,[5]
you name it i did it,[3]
the outer right side was throbbing in pain and shooting up to my ankle,"[2, 4]"
i fell out of a tree earlier today and landed on my head after about an eight foot drop onto concrete,"[2, 4, 5]"
i had a nightmare,"[2, 4]"
my heart it was finally home,[3]
the next thing i knew i felt this huge impact on my head and then a few more after that,"[2, 5]"
house almost burned down the weekend they were out of town,"[2, 4, 5]"
i told him three things,[6]
i fumbled my way toward the light and my fingers closed around the doorknob,[2]
my neck still hurts while im working and i was only there for an hour so it was totally unnecessary to go there at all,"[0, 2]"
i have no idea what manki is so i have no idea where to look,"[2, 5]"
sleepless nights are so evident on my face even a cake of foundation and concealer can not hide   massive eyebags and bad tired skin,[4]
the other was terrible horrible no good very bad,"[0, 4]"
i closed my eyes and pretended,[6]
i take her home,[6]
almost at the instant that the first drop of sweat popped out on my head i had the weirdest experience,"[2, 5]"
i got my first raspberry from a crowd surfer falling and my face hitting the monitor battle wounds,"[2, 4, 5]"
last i heard that other guy was homeless and dead,"[2, 4, 5]"
my eyes relaxed and i relaxed for a while,[3]
earth base delta stopped responding to our calls and we were left alone in the vast emptiness of space,"[2, 4, 5]"
my neck is reversed,[2]
she is so intrusive in my life i have issues at work,"[0, 2, 4]"
one day i was searching through my drawers in my room and i found a cassette tape of babar the elephant,"[3, 5]"
there was years of stuff in the house,"[4, 5]"
she commented on everything that went into my mouth,[0]
my parents blame me,"[0, 2, 4]"
a sharp stinging stripe across the backs of my legs,"[2, 4]"
i shook my head,[6]
why does my heart beat so fast when i see this one person,[2]
i was scared shitless and thought i was maybe dreaming but that kick hurt,"[2, 5]"
my knuckle still doesnt look good and it hurts like hell when i make a fist,"[2, 4]"
not mine and not that horrible but i was browsing the personnel files last week and noticed that my boss birthday had occurred 3 days prior,[5]
i even wrote on my hand so i could remember it the next morning,[6]
i opened it up and there was a different tape in it titled new year,[5]
and we blame it all on faulty wiring,[5]
never saw the kid again,[4]
apparently my leg had fallen asleep and i didnt know it,[2]
some days its like there is a fog sitting on top of my brain and i cant seem to get rid of it,"[2, 4]"
like seriously alot can not understand and im slow at registering words in my brain during that time so yeah,"[2, 4]"
and again i kinda woke up to another dream,"[2, 3, 5]"
i remember sitting on the curb putting it to my ear and listening to the music,[3]
circus clown wallpaper circus clown figurines paintings of circus clowns small statues of circus clowns,"[2, 5]"
the art room is exactly opposite the gym so going either way is the same distance,[6]
they all bombarded me pulling at my hair repeatedly taunting me without rest my chest began to tighten that last of breath of air forced out of my lungs,"[0, 2, 4]"
there is so much going threw my head right now its,[2]
i started to grip my sheets barely breathing as my mind raced and my eyes focused not physically seeing anything out of the ordinary as the sirens wailed outside my apartment the 35th floor should have been enough distance to drown out the sound but it wasnt and i shut my eyes leaping to the lightswitch,[2]
unfortunately she had been sick and decided to leave early,[4]
heart racing as well,"[2, 5]"
but when this isnt possible my nerves run a little thin,[2]
i was horribly mistaken,"[2, 4, 5]"
i again told myself to wake up,"[2, 4]"
like there was an invisible wall,"[2, 5]"
while we were swimming i went out where it was almost to my shoulders,"[2, 3]"
so stop shoving shit down my throat and into my head,"[0, 2]"
the hand returned a welcoming gesture an unwelcome sensation,"[0, 2, 4, 5]"
one morning though he slept in,[5]
i like how sometimes my skin makes is so easy for me to be invisible,[3]
i would lay down to bed blink and it would be morning,[5]
i know why i got one i have constant allergy symptoms and my head was wet with constant snot,"[2, 4]"
i cocked my head like the rca victrola dog and sure enough  key in door sounds,[3]
needless to say she was extremely unhappy,[4]
this is typical as they need to justify their existence,[0]
he said yes i closed my eyes and seeking from divine i sang precisely two lines describing my wishes for him,[3]
apparently i like to impale my face into my pillow and curl my hands into the blankets so i can tug them over my neck up to my mouthwhich was closed,"[2, 4]"
the winner was announced  i slunk outta there briskly striding the twopointfive blocks home inhaled vapour medication which is also miraculous and brushed my teeth,"[2, 5]"
well yesterday went to the hospital to have my brain poked at  im guessing some kind of treasure hunt thing looking for it ,"[2, 5]"
on sunday i tucked the new license plates under my arm and headed out to the garage to find the duck tool,[6]
it was as if everything was silent for just a second,"[2, 5]"
6 hour old post,[5]
i put something on it for flavor and put the whole thing in my mouth,[3]
as stiff as a board i didnt move an inch except to dart my eyes to my sleeping sister in the bed ten feet away,[2]
26 january 2011  0445 pm boys  girls 718 crawled out of bed at a disgraceful hour was stuffing my face with chocolate cereal the doorbell rings really violentlyyou know people can ring the doorbell really commandingly and scairly yeah like that,[2]
she looked bisexual dammit,"[0, 5]"
 i figure she probably spent all night hiding in a corner,"[2, 4]"
bless his heart   3 warnings smoking swearing ridiculous spacing  apologies  i leaned thoughtfully against the brick wall outside of the studio feeling the cold rugged material of the stone press against my back through the black military blazer i wore as i took a drag from my cigarette,[6]
i cleaned naked i cooked naked i ate naked i drove him around naked i waited in the car naked,"[2, 5]"
